ida,公开公告年,申请号
202011039803X,2020,CN202011039803.X
2020102180131,2020,CN202010218013.1
2020109963128,2020,CN202010996312.8
2019111374720,2020,CN201911137472.0
2020105880840,2020,CN202010588084.0
2020104281368,2020,CN202010428136.8
2020106347887,2020,CN202010634788.7
2019109666627,2020,CN201910966662.7
2019103194001,2020,CN201910319400.1
2020104072396,2020,CN202010407239.6
2019110783602,2020,CN201911078360.2
2019110760244,2020,CN201911076024.4
201910959421X,2020,CN201910959421.X
2020101409092,2020,CN202010140909.2
2020108565848,2020,CN202010856584.8
2020103577764,2020,CN202010357776.4
2019110892898,2020,CN201911089289.8
2019111317342,2020,CN201911131734.2
2020102700969,2020,CN202010270096.9
2019110388660,2020,CN201911038866.0
2019108798737,2020,CN201910879873.7
2020107261652,2020,CN202010726165.2
2020108049350,2020,CN202010804935.0
2020108489929,2020,CN202010848992.9
2020105285949,2020,CN202010528594.9
2020104193437,2020,CN202010419343.7
2019800217936,2020,CN201980021793.6
201811097849X,2020,CN201811097849.X
2019111758928,2020,CN201911175892.8
2019111074849,2020,CN201911107484.9
2019103816989,2020,CN201910381698.9
2019110884340,2020,CN201911088434.0
2020107442944,2020,CN202010744294.4
2020105491700,2020,CN202010549170.0
202010421874X,2020,CN202010421874.X
2020106887372,2020,CN202010688737.2
2020108886552,2020,CN202010888655.2
2019111108258,2020,CN201911110825.8
2018111578761,2020,CN201811157876.1
2019113396885,2020,CN201911339688.5
2019109765092,2020,CN201910976509.2
2020109358883,2020,CN202010935888.3
2020103513512,2020,CN202010351351.2
202010448230X,2020,CN202010448230.X
2019112141501,2020,CN201911214150.1
2020108483439,2020,CN202010848343.9
2019108102472,2020,CN201910810247.2
2020101589841,2020,CN202010158984.1
2020100496430,2020,CN202010049643.0
2019108324976,2020,CN201910832497.6
2019113801119,2020,CN201911380111.9
2020100304854,2020,CN202010030485.4
2020105993340,2020,CN202010599334.0
2020101676125,2020,CN202010167612.5
2020103069663,2020,CN202010306966.3
2019112478500,2020,CN201911247850.0
2019110672544,2020,CN201911067254.4
2020103722575,2020,CN202010372257.5
2020103775021,2020,CN202010377502.1
2018800848873,2020,CN201880084887.3
2020100638338,2020,CN202010063833.8
202010490924X,2020,CN202010490924.X
2020107253800,2020,CN202010725380.0
2020106386612,2020,CN202010638661.2
2020800009688,2020,CN202080000968.8
2020103166269,2020,CN202010316626.9
2020112200803,2020,CN202011220080.3
201911170587X,2020,CN201911170587.X
2020107909326,2020,CN202010790932.6
2020101007060,2020,CN202010100706.0
2020101861893,2020,CN202010186189.3
201911182742X,2020,CN201911182742.X
2020106548636,2020,CN202010654863.6
2020102047718,2020,CN202010204771.8
2019112662176,2020,CN201911266217.6
2020109565154,2020,CN202010956515.4
2020100181996,2020,CN202010018199.6
2018800764577,2020,CN201880076457.7
2020103216319,2020,CN202010321631.9
2020105484800,2020,CN202010548480.0
2020107095775,2020,CN202010709577.5
2020102995081,2020,CN202010299508.1
201911369078X,2020,CN201911369078.X
201911415911X,2020,CN201911415911.X
2020109593794,2020,CN202010959379.4
2020100635946,2020,CN202010063594.6
201780092820X,2020,CN201780092820.X
2020101291743,2020,CN202010129174.3
2019111073367,2020,CN201911107336.7
2019112643368,2020,CN201911264336.8
2020102829062,2020,CN202010282906.2
2019109437350,2020,CN201910943735.0
2019113059843,2020,CN201911305984.3
2020102614501,2020,CN202010261450.1
2020105844505,2020,CN202010584450.5
2019112664434,2020,CN201911266443.4
2018114368303,2020,CN201811436830.3
2020107777261,2020,CN202010777726.1
2019110042376,2020,CN201911004237.6
202010932813X,2020,CN202010932813.X
2020106340197,2020,CN202010634019.7
2018108019127,2020,CN201810801912.7
2020102467165,2020,CN202010246716.5
2019112916280,2020,CN201911291628.0
2019800094781,2020,CN201980009478.1
2018800417868,2020,CN201880041786.8
2019108854135,2020,CN201910885413.5
2019112995846,2020,CN201911299584.6
2020104703730,2020,CN202010470373.0
2019112498472,2020,CN201911249847.2
201910187843X,2020,CN201910187843.X
2018111812311,2020,CN201811181231.1
2020101235226,2020,CN202010123522.6
2018800423303,2020,CN201880042330.3
2020102223315,2020,CN202010222331.5
2020102626231,2020,CN202010262623.1
2019110748539,2020,CN201911074853.9
2020103434192,2020,CN202010343419.2
2019111819692,2020,CN201911181969.2
2019113196342,2020,CN201911319634.2
202010007836X,2020,CN202010007836.X
2019112044018,2020,CN201911204401.8
2019111389891,2020,CN201911138989.1
2018109271191,2020,CN201810927119.1
2018800540862,2020,CN201880054086.2
2020100752545,2020,CN202010075254.5
2020106082886,2020,CN202010608288.6
2020107459023,2020,CN202010745902.3
2020106878710,2020,CN202010687871.0
2020110147332,2020,CN202011014733.2
201911043418X,2020,CN201911043418.X
2018109498985,2020,CN201810949898.5
2020107809366,2020,CN202010780936.6
2020108312346,2020,CN202010831234.6
2020108222119,2020,CN202010822211.9
2020106370807,2020,CN202010637080.7
2018116303411,2020,CN201811630341.1
2020101851463,2020,CN202010185146.3
2020103538435,2020,CN202010353843.5
2020108541326,2020,CN202010854132.6
2018800414431,2020,CN201880041443.1
2020104755612,2020,CN202010475561.2
2020107559178,2020,CN202010755917.8
2020104275278,2020,CN202010427527.8
2019113989772,2020,CN201911398977.2
2019110308740,2020,CN201911030874.0
2019114181965,2020,CN201911418196.5
2019111298888,2020,CN201911129888.8
2020105018609,2020,CN202010501860.9
2019800138008,2020,CN201980013800.8
2020100942747,2020,CN202010094274.7
2020100311580,2020,CN202010031158.0
2019112264200,2020,CN201911226420.0
2019107945599,2020,CN201910794559.9
2020104157021,2020,CN202010415702.1
2020109924161,2020,CN202010992416.1
2019111649136,2020,CN201911164913.6
2018800434223,2020,CN201880043422.3
2020103432021,2020,CN202010343202.1
2019107508563,2020,CN201910750856.3
2020106307678,2020,CN202010630767.8
2020104668900,2020,CN202010466890.0
2019109579351,2020,CN201910957935.1
2020103836468,2020,CN202010383646.8
2020109553180,2020,CN202010955318.0
2020108173894,2020,CN202010817389.4
2020104392676,2020,CN202010439267.6
2020105057887,2020,CN202010505788.7
2020107652548,2020,CN202010765254.8
2020108808727,2020,CN202010880872.7
2020104961516,2020,CN202010496151.6
2020109804884,2020,CN202010980488.4
2019800127164,2020,CN201980012716.4
201780091584X,2020,CN201780091584.X
2020107063755,2020,CN202010706375.5
2019110478826,2020,CN201911047882.6
2020109455968,2020,CN202010945596.8
2019109441055,2020,CN201910944105.5
2020102476573,2020,CN202010247657.3
2020105087859,2020,CN202010508785.9
2020105887820,2020,CN202010588782.0
2019112996213,2020,CN201911299621.3
2019111672791,2020,CN201911167279.1
201911230360X,2020,CN201911230360.X
2018115513022,2020,CN201811551302.2
2020100821649,2020,CN202010082164.9
2019113971105,2020,CN201911397110.5
2020105527666,2020,CN202010552766.6
2019108748460,2020,CN201910874846.0
201910338805X,2020,CN201910338805.X
2020106210723,2020,CN202010621072.3
2020104714364,2020,CN202010471436.4
2018109079021,2020,CN201810907902.1
201810986879X,2020,CN201810986879.X
2019111650082,2020,CN201911165008.2
2020100808748,2020,CN202010080874.8
2020101100089,2020,CN202010110008.9
2020109325112,2020,CN202010932511.2
202010438467X,2020,CN202010438467.X
2018800869653,2020,CN201880086965.3
2020110084634,2020,CN202011008463.4
2020100656088,2020,CN202010065608.8
2019113449914,2020,CN201911344991.4
2020105082889,2020,CN202010508288.9
201880033462X,2020,CN201880033462.X
2019110900254,2020,CN201911090025.4
2020106328320,2020,CN202010632832.0
2019109667225,2020,CN201910966722.5
2018111670912,2020,CN201811167091.2
2019111301217,2020,CN201911130121.7
2019112398173,2020,CN201911239817.3
2019113042946,2020,CN201911304294.6
2020101425112,2020,CN202010142511.2
2020106140449,2020,CN202010614044.9
2020108321947,2020,CN202010832194.7
2019103757590,2020,CN201910375759.0
2019114090294,2020,CN201911409029.4
2020101167125,2020,CN202010116712.5
2019101884996,2020,CN201910188499.6
2019114150007,2020,CN201911415000.7
2020107912278,2020,CN202010791227.8
2019110311103,2020,CN201911031110.3
2020108761218,2020,CN202010876121.8
2019110766170,2020,CN201911076617.0
2018800550760,2020,CN201880055076.0
2020109683377,2020,CN202010968337.7
2019103087616,2020,CN201910308761.6
202011212882X,2020,CN202011212882.X
2020105388663,2020,CN202010538866.3
2018800658811,2020,CN201880065881.1
2018116130041,2020,CN201811613004.1
2018109773395,2020,CN201810977339.5
202010675051X,2020,CN202010675051.X
2020103539067,2020,CN202010353906.7
2019108656647,2020,CN201910865664.7
2019113765875,2020,CN201911376587.5
2019108970653,2020,CN201910897065.3
2019110213420,2020,CN201911021342.0
2019110487295,2020,CN201911048729.5
202010834301X,2020,CN202010834301.X
2020102071793,2020,CN202010207179.3
2019112720542,2020,CN201911272054.2
2020104730189,2020,CN202010473018.9
2018114090406,2020,CN201811409040.6
2019108936510,2020,CN201910893651.0
201911227257X,2020,CN201911227257.X
2020100437803,2020,CN202010043780.3
2018107857907,2020,CN201810785790.7
2020112200790,2020,CN202011220079.0
2019108462321,2020,CN201910846232.1
202010574430X,2020,CN202010574430.X
2019110230642,2020,CN201911023064.2
2020105107212,2020,CN202010510721.2
2020107253798,2020,CN202010725379.8
2020108967795,2020,CN202010896779.5
2019113698372,2020,CN201911369837.2
2020108213478,2020,CN202010821347.8
2019109867132,2020,CN201910986713.2
2020106226223,2020,CN202010622622.3
2020108217197,2020,CN202010821719.7
2019104493212,2020,CN201910449321.2
2018109790174,2020,CN201810979017.4
2019109757698,2020,CN201910975769.8
2020105519208,2020,CN202010551920.8
2020107790800,2020,CN202010779080.0
2019111021377,2020,CN201911102137.7
2020102288165,2020,CN202010228816.5
2019110867608,2020,CN201911086760.8
2019111435724,2020,CN201911143572.4
202010732187X,2020,CN202010732187.X
2020107707466,2020,CN202010770746.6
2019112970815,2020,CN201911297081.5
2019110261960,2020,CN201911026196.0
2020109285717,2020,CN202010928571.7
2020108764216,2020,CN202010876421.6
2020110311252,2020,CN202011031125.2
2020105486115,2020,CN202010548611.5
2020109101215,2020,CN202010910121.5
201911173605X,2020,CN201911173605.X
2020100633160,2020,CN202010063316.0
2018800329725,2020,CN201880032972.5
2019110378368,2020,CN201911037836.8
2018113708134,2020,CN201811370813.4
2019108279398,2020,CN201910827939.8
2020100457506,2020,CN202010045750.6
2019102227436,2020,CN201910222743.6
2020109152876,2020,CN202010915287.6
2018111776349,2020,CN201811177634.9
2019100016430,2020,CN201910001643.0
201911350960X,2020,CN201911350960.X
2019110178304,2020,CN201911017830.4
2020109880426,2020,CN202010988042.6
2020103294642,2020,CN202010329464.2
2020107348092,2020,CN202010734809.2
2020105583280,2020,CN202010558328.0
201910992319X,2020,CN201910992319.X
2019110093024,2020,CN201911009302.4
2019109448660,2020,CN201910944866.0
2020105793556,2020,CN202010579355.6
202011114684X,2020,CN202011114684.X
2020109992046,2020,CN202010999204.6
202010204111X,2020,CN202010204111.X
2020105536792,2020,CN202010553679.2
2019110410630,2020,CN201911041063.0
2020102605220,2020,CN202010260522.0
2019103367462,2020,CN201910336746.2
2020100537816,2020,CN202010053781.6
201810966918X,2020,CN201810966918.X
2019111936249,2020,CN201911193624.9
2019108796657,2020,CN201910879665.7
2020109812522,2020,CN202010981252.2
2019800179864,2020,CN201980017986.4
2020105980779,2020,CN202010598077.9
201911401879X,2020,CN201911401879.X
2020103233992,2020,CN202010323399.2
2020103510302,2020,CN202010351030.2
2020111330369,2020,CN202011133036.9
2020105319860,2020,CN202010531986.0
2020104268984,2020,CN202010426898.4
2020105070631,2020,CN202010507063.1
2019800186143,2020,CN201980018614.3
2019111917407,2020,CN201911191740.7
2020103623758,2020,CN202010362375.8
2020106889490,2020,CN202010688949.0
2020104631817,2020,CN202010463181.7
2020107056304,2020,CN202010705630.4
202010741694X,2020,CN202010741694.X
2019108578987,2020,CN201910857898.7
201910938217X,2020,CN201910938217.X
2019112109794,2020,CN201911210979.4
2020101031040,2020,CN202010103104.0
2020103538242,2020,CN202010353824.2
2020107488863,2020,CN202010748886.3
2019109416424,2020,CN201910941642.4
2019103606641,2020,CN201910360664.1
2020104839726,2020,CN202010483972.6
202010625966X,2020,CN202010625966.X
202010333143X,2020,CN202010333143.X
202010127544X,2020,CN202010127544.X
2020100906740,2020,CN202010090674.0
2019113942174,2020,CN201911394217.4
2020102667462,2020,CN202010266746.2
2020100000971,2020,CN202010000097.1
2019113397977,2020,CN201911339797.7
2020104269313,2020,CN202010426931.3
2020103777811,2020,CN202010377781.1
2019111413481,2020,CN201911141348.1
2020102254629,2020,CN202010225462.9
2019114220480,2020,CN201911422048.0
2020107081537,2020,CN202010708153.7
2018114365555,2020,CN201811436555.5
2020101379720,2020,CN202010137972.0
2020101701112,2020,CN202010170111.2
2019111555872,2020,CN201911155587.2
2020107920753,2020,CN202010792075.3
2018800682844,2020,CN201880068284.4
2020104664115,2020,CN202010466411.5
2019111627137,2020,CN201911162713.7
2019800287784,2020,CN201980028778.4
2020102484955,2020,CN202010248495.5
202010365189X,2020,CN202010365189.X
2020109152293,2020,CN202010915229.3
2019111125569,2020,CN201911112556.9
2019111526441,2020,CN201911152644.1
2020105408578,2020,CN202010540857.8
2020105178487,2020,CN202010517848.7
2020101303929,2020,CN202010130392.9
2019112025591,2020,CN201911202559.1
202010900454X,2020,CN202010900454.X
2017800921465,2020,CN201780092146.5
2020105325560,2020,CN202010532556.0
2019110854928,2020,CN201911085492.8
202010607657X,2020,CN202010607657.X
2020109341238,2020,CN202010934123.8
2020106535547,2020,CN202010653554.7
202011179320X,2020,CN202011179320.X
2019110421372,2020,CN201911042137.2
2019111668781,2020,CN201911166878.1
2020103123348,2020,CN202010312334.8
2018106991608,2020,CN201810699160.8
2017800973173,2020,CN201780097317.3
2020100528573,2020,CN202010052857.3
2020102288292,2020,CN202010228829.2
2019113261746,2020,CN201911326174.6
2018115282564,2020,CN201811528256.4
2020104560385,2020,CN202010456038.5
202010089224X,2020,CN202010089224.X
2020108913899,2020,CN202010891389.9
2020102721518,2020,CN202010272151.8
2020109739531,2020,CN202010973953.1
2019109983133,2020,CN201910998313.3
2020105722067,2020,CN202010572206.7
2019111400388,2020,CN201911140038.8
2020101031394,2020,CN202010103139.4
2020107792806,2020,CN202010779280.6
2020103018619,2020,CN202010301861.9
2020109535229,2020,CN202010953522.9
2020109307415,2020,CN202010930741.5
2019111488276,2020,CN201911148827.6
2019113291281,2020,CN201911329128.1
2019111895658,2020,CN201911189565.8
2020102323582,2020,CN202010232358.2
2020103239202,2020,CN202010323920.2
2019113720022,2020,CN201911372002.2
2019800049254,2020,CN201980004925.4
2020106233509,2020,CN202010623350.9
2020104270024,2020,CN202010427002.4
2019112121334,2020,CN201911212133.4
2020102552295,2020,CN202010255229.5
2019111578253,2020,CN201911157825.3
2019111364146,2020,CN201911136414.6
2020108986940,2020,CN202010898694.0
2020100900513,2020,CN202010090051.3
2020100561228,2020,CN202010056122.8
2020103753484,2020,CN202010375348.4
2020105143399,2020,CN202010514339.9
2018800478217,2020,CN201880047821.7
2019107520194,2020,CN201910752019.4
2018800354888,2020,CN201880035488.8
202010107742X,2020,CN202010107742.X
202011145214X,2020,CN202011145214.X
2019102431940,2020,CN201910243194.0
201911426767X,2020,CN201911426767.X
2019112483941,2020,CN201911248394.1
2020101287644,2020,CN202010128764.4
2020100664845,2020,CN202010066484.5
2020103261314,2020,CN202010326131.4
2020102646964,2020,CN202010264696.4
2018114454258,2020,CN201811445425.8
2020102696893,2020,CN202010269689.3
2020109521654,2020,CN202010952165.4
2020105546953,2020,CN202010554695.3
2019110813487,2020,CN201911081348.7
2020105755130,2020,CN202010575513.0
2020102770444,2020,CN202010277044.4
2018800654929,2020,CN201880065492.9
2019106230550,2020,CN201910623055.0
2020102687786,2020,CN202010268778.6
2020105490267,2020,CN202010549026.7
2020107870059,2020,CN202010787005.9
2020110250117,2020,CN202011025011.7
2019800208246,2020,CN201980020824.6
2019111737739,2020,CN201911173773.9
2020100521305,2020,CN202010052130.5
2020108485006,2020,CN202010848500.6
2018800515907,2020,CN201880051590.7
201780093373X,2020,CN201780093373.X
2020105042684,2020,CN202010504268.4
2019109902738,2020,CN201910990273.8
2019113751497,2020,CN201911375149.7
2019113079739,2020,CN201911307973.9
2020110097600,2020,CN202011009760.0
2019110521205,2020,CN201911052120.5
2018115623179,2020,CN201811562317.9
2019108203929,2020,CN201910820392.9
2018800475685,2020,CN201880047568.5
2019103447359,2020,CN201910344735.9
2019111288848,2020,CN201911128884.8
2020108233931,2020,CN202010823393.1
2020110333035,2020,CN202011033303.5
2020103880333,2020,CN202010388033.3
202010251384X,2020,CN202010251384.X
2018115724061,2020,CN201811572406.1
2020100123581,2020,CN202010012358.1
2019112532191,2020,CN201911253219.1
2020101098676,2020,CN202010109867.6
2020103703894,2020,CN202010370389.4
2019111979719,2020,CN201911197971.9
2018800722945,2020,CN201880072294.5
2020104664238,2020,CN202010466423.8
2020103067013,2020,CN202010306701.3
2020103992273,2020,CN202010399227.3
2019102089046,2020,CN201910208904.6
